date,pricePerSquareMeter,price,size,floor,numberOfRooms,location,address,type 
27 may 2015,94 578 kr/m²,7 850 000 kr,83 m²,4 tr,3 rum,Vasastan,Gästrikegatan 8,Lägenhet
27 may 2015,107 143 kr/m²,3 000 000 kr,28 m²,2 tr,1½ rum,Vasastan,Torsgatan 40,Lägenhet
27 may 2015,91 667 kr/m²,8 800 000 kr,96 m²,4 tr,3 rum,Vasastan,Hagagatan 11,Lägenhet
27 may 2015,91 000 kr/m²,6 825 000 kr,75 m²,2 tr,3 rum,Vasastan,Kadettgatan 5,Lägenhet
27 may 2015,94 643 kr/m²,5 300 000 kr,56 m²,2½ tr,2 rum,Vasastan,Tomtebogatan 50,Lägenhet
27 may 2015,89 524 kr/m²,4 700 000 kr,53 m²,3 tr,2 rum,Vasastan,Surbrunnsgatan 31C,Lägenhet
27 may 2015,79 083 kr/m²,4 745 000 kr,60 m²,1½ tr,2 rum,Vasastan,Karlbergsvägen 82,Lägenhet
27 may 2015,100 000 kr/m²,2 700 000 kr,27 m²,6 tr,1 rum,Vasastan,Sveavägen 122,Lägenhet
27 may 2015,100 595 kr/m²,4 225 000 kr,42 m²,4 tr,2 rum,Birkastan Vasastan,Rörstrandsgatan 38A,Lägenhet
27 may 2015,85 435 kr/m²,7 860 000 kr,92 m²,4 tr,3 rum,Birkastan,Birkagatan 24,Lägenhet
27 may 2015,94 167 kr/m²,5 650 000 kr,60 m²,1 tr,3 rum,Birkastan Vasastan,Bråvallagatan 10,Lägenhet
26 may 2015,86 265 kr/m²,3 580 000 kr,42 m²,5 tr,2 rum,Vasastan,Bråvallagatan 9A,Lägenhet
26 may 2015,106 667 kr/m²,4 800 000 kr,45 m²,2 tr,2 rum,Vasastan,Tulegatan 35A,Lägenhet
26 may 2015,87 500 kr/m²,3 500 000 kr,40 m²,3 tr,2 rum,Vasastan,Roslagsgatan 57,Lägenhet
26 may 2015,96 786 kr/m²,2 710 000 kr,28 m²,1 tr,1 rum,Vasastan,Luntmakargatan 63,Lägenhet
26 may 2015,89 407 kr/m²,5 275 000 kr,59 m²,4 tr,2 rum,Vasastan,Ynglingagatan 21,Lägenhet
26 may 2015,96 774 kr/m²,3 000 000 kr,31 m²,4 tr,1 rum,Östermalm,Birger Jarlsgatan 104G,Lägenhet
26 may 2015,100 000 kr/m²,3 100 000 kr,31 m²,4 tr,1½ rum,Vasastan,Roslagsgatan 53,Lägenhet
26 may 2015,96 481 kr/m²,5 210 000 kr,54 m²,1 tr,2 rum,Vasastan,Rörstrandsgatan 14A,Lägenhet
26 may 2015,69 531 kr/m²,4 450 000 kr,64 m²,2 tr,2 rum,Vasastan,Sankt Eriksgatan 65,Lägenhet
26 may 2015,87 179 kr/m²,3 400 000 kr,39 m²,4 tr,1 rum,Vasastan,Tre Liljor 2B,Lägenhet
24 may 2015,107 738 kr/m²,9 050 000 kr,84 m²,4 tr,3 rum,Vasastan,Västmannagatan 51B,Lägenhet
24 may 2015,81 081 kr/m²,3 000 000 kr,37 m²,1 tr,2 rum,Atlas Vasastan,Völundsgatan 7,Lägenhet
23 may 2015,78 191 kr/m²,3 675 000 kr,47 m²,3½ tr,2 rum,Vasastan,Roslagsgatan 47,Lägenhet
22 may 2015,101 091 kr/m²,5 560 000 kr,55 m²,1 tr,2 rum,Vasastan,Tomtebogatan 23,Lägenhet
22 may 2015,85 135 kr/m²,3 150 000 kr,37 m²,1 tr,1 rum,Birkastan,Norrbackagatan 46,Lägenhet
22 may 2015,71 910 kr/m²,6 400 000 kr,89 m²,2 tr,3 rum,Vasastan,Torbjörn Klockares gata 7,Lägenhet
22 may 2015,74 432 kr/m²,6 550 000 kr,88 m²,3 tr,3 rum,Östermalm,Valhallavägen 40,Lägenhet
22 may 2015,80 435 kr/m²,3 700 000 kr,46 m²,3 tr,2½ rum,Vasastan,Birger Jarlsgatan 104G,Lägenhet
22 may 2015,98 333 kr/m²,2 950 000 kr,30 m²,2 tr,1 rum,Vasastan,Hedemoratäppan 1,Lägenhet
22 may 2015,72 368 kr/m²,2 750 000 kr,38 m²,2 tr,1½ rum,Östermalm,Birger Jarlsgatan 104I,Lägenhet
22 may 2015,95 000 kr/m²,2 850 000 kr,30 m²,3 tr,1 rum,Vasastan,Hagagatan 20,Lägenhet
21 may 2015,80 952 kr/m²,3 400 000 kr,42 m²,3 tr,1½ rum,Vasastan,Birger Jarlsgatan 111C,Lägenhet
21 may 2015,100 938 kr/m²,3 230 000 kr,32 m²,1 tr,1 rum,Vasastan,Döbelnsgatan 33,Lägenhet
21 may 2015,86 098 kr/m²,3 530 000 kr,41 m²,3 tr,1 rum,Vasastan,Upplandsgatan 43,Lägenhet
21 may 2015,75 974 kr/m²,5 850 000 kr,77 m²,3 tr,3 rum,Vasastan,Rådmansgatan 75,Lägenhet
21 may 2015,109 000 kr/m²,3 270 000 kr,30 m²,1 tr,1 rum,Vasastan Sibirien,Roslagsgatan 17,Lägenhet
21 may 2015,74 561 kr/m²,4 250 000 kr,57 m²,4 tr,2 rum,Vasastan,Döbelnsgatan 18,Lägenhet
21 may 2015,87 500 kr/m²,3 325 000 kr,38 m²,4 tr,1 rum,Vasastan,Tomtebogatan 26,Lägenhet
21 may 2015,90 805 kr/m²,3 950 000 kr,44 m²,2 tr,2 rum,Vasastan,Torsgatan 42,Lägenhet
21 may 2015,83 636 kr/m²,2 760 000 kr,33 m²,3 tr,1 rum,Vasastan,Markvardsgatan 12,Lägenhet
21 may 2015,83 333 kr/m²,4 000 000 kr,48 m²,1 tr,2 rum,Vasastan,Döbelnsgatan 25,Lägenhet
20 may 2015,77 174 kr/m²,3 550 000 kr,46 m²,1 tr,2 rum,Vasastan,Sankt Eriksgatan 84,Lägenhet
20 may 2015,91 139 kr/m²,3 600 000 kr,40 m²,1 tr,1 rum,Vasastan,Hälsingegatan 31,Lägenhet
20 may 2015,76 338 kr/m²,5 420 000 kr,71 m²,1 tr,3 rum,Vasastan,Hagagatan 15F,Lägenhet
20 may 2015,107 872 kr/m²,2 535 000 kr,24 m²,3 tr,1 rum,Vasastan,Sveavägen 122,Lägenhet
20 may 2015,82 955 kr/m²,3 650 000 kr,44 m²,1 tr,2 rum,Vasastan,Vikingagatan 27,Lägenhet
20 may 2015,80 714 kr/m²,5 650 000 kr,70 m²,1 tr,3 rum,Vasastan,Döbelnsgatan 41,Lägenhet
20 may 2015,72 464 kr/m²,5 000 000 kr,69 m²,3 tr,3 rum,Östermalm,Valhallavägen 2,Lägenhet
20 may 2015,81 452 kr/m²,2 525 000 kr,31 m²,3 tr,1 rum,Östermalm,Birger Jarlsgatan 104G,Lägenhet
20 may 2015,80 175 kr/m²,4 570 000 kr,57 m²,4 tr,2 rum,Vasastan,Birger Jarlsgatan 111C,Lägenhet
20 may 2015,90 857 kr/m²,6 360 000 kr,70 m²,2 tr,2 rum,Vasastan,Birkagatan 21,Lägenhet
20 may 2015,97 791 kr/m²,4 205 000 kr,43 m²,2 tr,2 rum,Vasastan,Västmannagatan 29,Lägenhet
20 may 2015,121 000 kr/m²,2 420 000 kr,20 m²,2 tr,1 rum,Vasastan,Gästrikegatan 7,Lägenhet
20 may 2015,90 952 kr/m²,4 775 000 kr,53 m²,1 tr,2 rum,Vasastan,Surbrunnsgatan 31C,Lägenhet
19 may 2015,67 361 kr/m²,4 850 000 kr,72 m²,4 tr,2 rum,Vasastan,Sveavägen 133,Lägenhet
19 may 2015,87 879 kr/m²,5 800 000 kr,66 m²,3 tr,2 rum,Vasastan,Karlbergsvägen 37A,Lägenhet
19 may 2015,96 667 kr/m²,8 700 000 kr,90 m²,2 tr,4 rum,Vasastan,Dalagatan 35C,Lägenhet
19 may 2015,84 430 kr/m²,6 670 000 kr,79 m²,4 tr,3 rum,Vasastan,Luntmakargatan 99,Lägenhet
19 may 2015,105 147 kr/m²,7 150 000 kr,68 m²,3 tr,3 rum,Vasastan,Sigtunagatan 8,Lägenhet
17 may 2015,65 254 kr/m²,3 850 000 kr,59 m²,4 tr,2 rum,Vasastan,Roslagsgatan 29,Lägenhet
16 may 2015,83 738 kr/m²,8 625 000 kr,103 m²,2 tr,3 rum,Östermalm,Birger Jarlsgatan 96,Lägenhet
16 may 2015,71 121 kr/m²,8 250 000 kr,116 m²,3 tr,4 rum,Vasastan,Valhallavägen 46,Lägenhet
16 may 2015,79 722 kr/m²,2 870 000 kr,36 m²,1 tr,2 rum,Vasastan,Norrtullsgatan 63,Lägenhet
15 may 2015,75 243 kr/m²,7 750 000 kr,103 m²,2 tr,3½ rum,Vasastan,Sankt Eriksgatan 101,Lägenhet
15 may 2015,89 241 kr/m²,7 050 000 kr,79 m²,4 tr,4 rum,Vasastan,Medevigatan 4,Lägenhet
15 may 2015,86 567 kr/m²,5 800 000 kr,67 m²,2 tr,3 rum,Birkastan,Tomtebogatan 10A,Lägenhet
15 may 2015,68 519 kr/m²,9 250 000 kr,135 m²,2 tr,4 rum,Vasastan,Idungatan 2,Lägenhet
14 may 2015,78 514 kr/m²,2 905 000 kr,37 m²,2 tr,2 rum,Vasastan,Sveavägen 139,Lägenhet
14 may 2015,85 326 kr/m²,7 850 000 kr,92 m²,4 tr,3 rum,Vasastan,Roslagsgatan 54,Lägenhet
14 may 2015,73 333 kr/m²,3 300 000 kr,45 m²,2 tr,2 rum,Vasastan,Idungatan 3,Lägenhet
14 may 2015,77 778 kr/m²,7 000 000 kr,90 m²,2 tr,2 rum,Vasastan,Västmannagatan 29,Lägenhet
14 may 2015,72 917 kr/m²,3 500 000 kr,48 m²,1 tr,2 rum,Vasastan,Ynglingagatan 15,Lägenhet
14 may 2015,87 736 kr/m²,4 650 000 kr,53 m²,4 tr,2 rum,Vasastan,Hälsingegatan 6,Lägenhet
14 may 2015,82 258 kr/m²,5 100 000 kr,62 m²,3 tr,2 rum,Vasastan,Frejgatan 42,Lägenhet
14 may 2015,79 870 kr/m²,6 150 000 kr,77 m²,3 tr,3 rum,Vasastan,Tulegatan 28,Lägenhet
14 may 2015,82 581 kr/m²,5 120 000 kr,62 m²,4 tr,2 rum,Vasastan,Tomtebogatan 51,Lägenhet
13 may 2015,91 477 kr/m²,4 025 000 kr,44 m²,1 tr,2 rum,Vasastan,Ingemarsgatan 8,Lägenhet
13 may 2015,98 276 kr/m²,2 850 000 kr,29 m²,3 tr,1 rum,Vasastan,Tomtebogatan 48B,Lägenhet
13 may 2015,93 056 kr/m²,3 350 000 kr,36 m²,1 tr,1 rum,Vasastan,Karlbergsvägen 27C,Lägenhet
13 may 2015,86 885 kr/m²,5 300 000 kr,61 m²,3 tr,2 rum,Vasastan,Hagagatan 44B,Lägenhet
13 may 2015,87 500 kr/m²,3 150 000 kr,36 m²,4 tr,1 rum,Vasastan,Dalagatan 86A,Lägenhet
13 may 2015,90 625 kr/m²,2 900 000 kr,32 m²,3 tr,1 rum,Vasastan,Karlbergsvägen 87,Lägenhet
13 may 2015,84 848 kr/m²,2 800 000 kr,33 m²,4 tr,1 rum,Vasastan,Frejgatan 48,Lägenhet
13 may 2015,124 219 kr/m²,7 950 000 kr,64 m²,5 tr,3 rum,Vasastan,Upplandsgatan 36,Lägenhet
13 may 2015,86 500 kr/m²,8 650 000 kr,100 m²,2 tr,3 rum,Vasastan,Tomtebogatan 8,Lägenhet
13 may 2015,117 647 kr/m²,2 600 000 kr,22 m²,2 tr,1 rum,Vasastan,Atlasmuren 18,Lägenhet
13 may 2015,85 250 kr/m²,3 410 000 kr,40 m²,2 tr,2 rum,Vasastan,Rödabergsgatan 8,Lägenhet
13 may 2015,82 759 kr/m²,2 400 000 kr,29 m²,2 tr,1 rum,Vasastan,Västmannagatan 44,Lägenhet
13 may 2015,86 111 kr/m²,6 200 000 kr,72 m²,4 tr,2 rum,Vasastan,Vanadisvägen 26B,Lägenhet
13 may 2015,102 083 kr/m²,3 675 000 kr,36 m²,1 tr,2 rum,Vasastan,Tulegatan 22,Lägenhet
13 may 2015,85 287 kr/m²,3 710 000 kr,44 m²,3 tr,2 rum,Vasastan,Sveavägen 95,Lägenhet
13 may 2015,127 778 kr/m²,2 300 000 kr,18 m²,3 tr,1 rum,Vasastan,Upplandsgatan 25A,Lägenhet
13 may 2015,93 269 kr/m²,4 850 000 kr,52 m²,4 tr,2 rum,Vasastan,Upplandsgatan 62,Lägenhet
13 may 2015,83 171 kr/m²,3 410 000 kr,41 m²,3 tr,2 rum,Vasastan,Rödabergsgatan 8,Lägenhet
13 may 2015,88 889 kr/m²,4 000 000 kr,45 m²,2 tr,2 rum,Vasastan,Sveavägen 87,Lägenhet
13 may 2015,94 103 kr/m²,3 670 000 kr,39 m²,4 tr,1 rum,Vasastan,Karlbergsvägen 53,Lägenhet
12 may 2015,100 000 kr/m²,2 600 000 kr,26 m²,5 tr,1 rum,Vasastan,Sankt Eriksgatan 92,Lägenhet
12 may 2015,92 982 kr/m²,5 300 000 kr,57 m²,1 tr,2 rum,Vasastan,Västmannagatan 54,Lägenhet
12 may 2015,87 377 kr/m²,5 330 000 kr,61 m²,4 tr,2 rum,Vasastan,Karlbergsvägen 55,Lägenhet
12 may 2015,102 381 kr/m²,3 225 000 kr,32 m²,3 tr,1 rum,Vasastan,Norrtullsgatan 11,Lägenhet
12 may 2015,99 194 kr/m²,3 075 000 kr,31 m²,2 tr,1 rum,Vasastan,Tomtebogatan 15,Lägenhet
12 may 2015,95 370 kr/m²,2 575 000 kr,27 m²,3 tr,1 rum,Vasastan,Vulcanusgatan 8,Lägenhet
12 may 2015,88 519 kr/m²,4 780 000 kr,54 m²,4½ tr,2 rum,Vasastan,Karlbergsvägen 84,Lägenhet
12 may 2015,92 903 kr/m²,2 880 000 kr,31 m²,2 tr,1 rum,Vasastan,Hedemoratäppan 2,Lägenhet
12 may 2015,78 611 kr/m²,5 660 000 kr,72 m²,5 tr,3 rum,Vasastan,Sveavägen 122,Lägenhet
12 may 2015,85 294 kr/m²,2 900 000 kr,34 m²,5 tr,1 rum,Vasastan,Völundsgatan 10,Lägenhet
12 may 2015,100 909 kr/m²,11 100 000 kr,110 m²,2 tr,4 rum,Vasastan,Odengatan 94,Lägenhet
11 may 2015,100 370 kr/m²,2 710 000 kr,27 m²,1 tr,1 rum,Birkastan,Atlasgatan 13,Lägenhet
11 may 2015,86 538 kr/m²,4 500 000 kr,52 m²,4 tr,2 rum,Vasastan,Norrbackagatan 11,Lägenhet
10 may 2015,90 000 kr/m²,4 500 000 kr,50 m²,2 tr,2 rum,Vasastan,Odengatan 36B,Lägenhet
9 may 2015,83 929 kr/m²,4 700 000 kr,56 m²,4 tr,2 rum,Vasastan,Upplandsgatan 34,Lägenhet
8 may 2015,71 053 kr/m²,5 400 000 kr,76 m²,1 tr,3 rum,Vasastan Birkastan,Karlbergsvägen 80A,Lägenhet
8 may 2015,85 243 kr/m²,8 780 000 kr,103 m²,4 tr,3½ rum,Vasastan,Observatoriegatan 21A,Lägenhet
8 may 2015,69 853 kr/m²,4 750 000 kr,68 m²,1 tr,2 rum,Birkastan,Robert Almströmsgatan 3,Lägenhet
8 may 2015,82 609 kr/m²,3 800 000 kr,46 m²,4 tr,2 rum,Vasastan,Frejgatan 51,Lägenhet
7 may 2015,73 214 kr/m²,4 100 000 kr,56 m²,5 tr,2 rum,Vasastan,Norrtullsgatan 63,Lägenhet
7 may 2015,84 091 kr/m²,3 700 000 kr,44 m²,2 tr,2 rum,Vasastan,Torsgatan 49,Lägenhet
7 may 2015,93 655 kr/m²,2 716 000 kr,29 m²,1 tr,1 rum,Vasastan,Atlasgatan 12,Lägenhet
7 may 2015,67 079 kr/m²,5 970 000 kr,89 m²,1 tr,4 rum,Vasastan,Hagagatan 17N,Lägenhet
7 may 2015,84 590 kr/m²,5 160 000 kr,61 m²,4 tr,2 rum,Vasastan,Rörstrandsgatan 22,Lägenhet
7 may 2015,85 185 kr/m²,5 750 000 kr,68 m²,6 tr,2 rum,Vasastan,Upplandsgatan 32,Lägenhet
7 may 2015,82 692 kr/m²,6 450 000 kr,78 m²,1 tr,3 rum,Vasastan,Odengatan 16A,Lägenhet
7 may 2015,124 194 kr/m²,3 850 000 kr,31 m²,2 tr,1½ rum,Vasastan,Hagagatan 8A,Lägenhet
7 may 2015,94 681 kr/m²,8 900 000 kr,94 m²,4 tr,3 rum,Vasastan,Gästrikegatan 15,Lägenhet
7 may 2015,85 333 kr/m²,3 840 000 kr,45 m²,4 tr,2 rum,Vasastan,Västmannagatan 18,Lägenhet
7 may 2015,92 308 kr/m²,8 400 000 kr,91 m²,1½ tr,4 rum,Vasastan,Birkagatan 27,Lägenhet
7 may 2015,76 736 kr/m²,5 525 000 kr,72 m²,2 tr,2½ rum,Vasastan,Dannemoragatan 16,Lägenhet
7 may 2015,80 357 kr/m²,6 750 000 kr,84 m²,5 tr,3 rum,Vasastan,Västmannagatan 90,Lägenhet
6 may 2015,93 958 kr/m²,4 510 000 kr,48 m²,4 tr,2 rum,Vasastan,Karlbergsvägen 22,Lägenhet
6 may 2015,106 852 kr/m²,2 885 000 kr,27 m²,3 tr,1 rum,Vasastan,Rörstrandsgatan 23,Lägenhet
6 may 2015,86 237 kr/m²,4 950 000 kr,57 m²,2 tr,2 rum,Vasastan,Norrbackagatan 42,Lägenhet
6 may 2015,100 000 kr/m²,5 400 000 kr,54 m²,4 tr,2 rum,Vasastan,Surbrunnsgatan 58,Lägenhet
6 may 2015,99 038 kr/m²,2 575 000 kr,26 m²,3 tr,1 rum,Vasastan,Atlasgatan 13,Lägenhet
6 may 2015,77 419 kr/m²,2 400 000 kr,31 m²,1 tr,1 rum,Vasastan,Idungatan 1B,Lägenhet
6 may 2015,90 517 kr/m²,5 250 000 kr,58 m²,3 tr,2 rum,Vasastan,Rörstrandsgatan 27,Lägenhet
6 may 2015,87 838 kr/m²,3 250 000 kr,37 m²,4 tr,1 rum,Vasastan,Tomtebogatan 1A,Lägenhet
6 may 2015,138 158 kr/m²,2 625 000 kr,19 m²,1½ tr,1 rum,Vasastan,Luntmakargatan 74,Lägenhet
6 may 2015,96 296 kr/m²,7 800 000 kr,81 m²,4 tr,3 rum,Vasastan,Upplandsgatan 36,Lägenhet
6 may 2015,76 757 kr/m²,2 840 000 kr,37 m²,1 tr,1 rum,Vasastan,Falugatan 22,Lägenhet
6 may 2015,90 845 kr/m²,6 450 000 kr,71 m²,2 tr,3 rum,Vasastan,Atlasgatan 11,Lägenhet
5 may 2015,75 000 kr/m²,9 300 000 kr,124 m²,5 tr,3½ rum,Östermalm,Odengatan 6,Lägenhet
5 may 2015,95 745 kr/m²,9 000 000 kr,94 m²,3 tr,3 rum,Vasastan,Surbrunnsgatan 31B,Lägenhet
5 may 2015,75 806 kr/m²,4 700 000 kr,62 m²,1 tr,2 rum,Vasastan,Norrbackagatan 22,Lägenhet
5 may 2015,78 827 kr/m²,7 725 000 kr,98 m²,4 tr,3½ rum,Vasastan,Gävlegatan 6,Lägenhet
5 may 2015,103 333 kr/m²,3 100 000 kr,30 m²,3 tr,1 rum,Vasastan,Norrtullsgatan 47,Lägenhet
5 may 2015,84 884 kr/m²,7 300 000 kr,86 m²,5 tr,4 rum,Vasastan,Hagagatan 17J,Lägenhet
5 may 2015,73 594 kr/m²,7 065 000 kr,96 m²,5 tr,4 rum,Vasastan,Luntmakargatan 92,Lägenhet
5 may 2015,77 011 kr/m²,6 700 000 kr,87 m²,2½ tr,3 rum,Vasastan,Surbrunnsgatan 62,Lägenhet
5 may 2015,85 656 kr/m²,10 450 000 kr,122 m²,4 tr,4 rum,Vasastan,Västmannagatan 54,Lägenhet
5 may 2015,74 658 kr/m²,5 450 000 kr,73 m²,3 tr,2 rum,Vasastan,Tre Liljor 6,Lägenhet
5 may 2015,78 690 kr/m²,3 305 000 kr,42 m²,3 tr,1½ rum,Vasastan,Frejgatan 18,Lägenhet
5 may 2015,91 944 kr/m²,3 310 000 kr,36 m²,3 tr,1 rum,Vasastan,Drottninggatan 112C,Lägenhet
4 may 2015,73 456 kr/m²,4 995 000 kr,68 m²,4 tr,3 rum,Vasastan,Surbrunnsgatan 5,Lägenhet
4 may 2015,82 203 kr/m²,4 850 000 kr,59 m²,3 tr,2 rum,Vasastan,Surbrunnsgatan 60,Lägenhet
1 may 2015,93 103 kr/m²,8 100 000 kr,87 m²,4 tr,3 rum,Vasastan,Rörstrandsgatan 13,Lägenhet
1 may 2015,79 474 kr/m²,7 550 000 kr,95 m²,1 tr,3 rum,Vasastan,Holländargatan 31,Lägenhet
1 may 2015,74 315 kr/m²,5 425 000 kr,73 m²,2 tr,2 rum,Birkastan,Tomtebogatan 34,Lägenhet
1 may 2015,86 034 kr/m²,2 495 000 kr,29 m²,1 tr,1 rum,Vasastan,Västmannagatan 97,Lägenhet
1 may 2015,67 857 kr/m²,2 850 000 kr,42 m²,1 tr,1 rum,Östermalm,Valhallavägen 52,Lägenhet
30 apr 2015,81 731 kr/m²,8 500 000 kr,104 m²,5 tr,4½ rum,Birkastan Vasastan,Norrbackagatan 14,Lägenhet
30 apr 2015,121 809 kr/m²,5 725 000 kr,47 m²,5 tr,2 rum,Vasastan,Tegnérgatan 36,Lägenhet
30 apr 2015,72 162 kr/m²,5 340 000 kr,74 m²,6 tr,2 rum,Vasastan,Sveavägen 138,Lägenhet
30 apr 2015,115 385 kr/m²,3 000 000 kr,26 m²,1 tr,1 rum,Vasastan,Vulcanusgatan 9,Lägenhet
30 apr 2015,93 030 kr/m²,3 070 000 kr,33 m²,1½ tr,2 rum,Vasastan,Atlasmuren 4,Lägenhet
30 apr 2015,83 548 kr/m²,5 180 000 kr,62 m²,5 tr,2 rum,Birkastan Vasastan,Norrbackagatan 14,Lägenhet
30 apr 2015,84 898 kr/m²,4 160 000 kr,49 m²,1 tr,2 rum,Vasastan,Vanadisplan 1,Lägenhet
30 apr 2015,112 000 kr/m²,2 800 000 kr,25 m²,5 tr,1 rum,Vasastan,Norrtullsgatan 41-43,Lägenhet
29 apr 2015,82 241 kr/m²,4 770 000 kr,58 m²,1 tr,3 rum,Vasastan,Sankt Eriksgatan 90,Lägenhet
29 apr 2015,71 217 kr/m²,4 800 000 kr,67 m²,1 tr,2 rum,Vasastan,Frejgatan 46,Lägenhet
29 apr 2015,89 130 kr/m²,6 150 000 kr,69 m²,3 tr,3 rum,Vasastan,Sveavägen 106,Lägenhet
29 apr 2015,103 846 kr/m²,2 700 000 kr,26 m²,1 tr,1 rum,Vasastan,Gästrikegatan 3,Lägenhet
29 apr 2015,93 056 kr/m²,6 700 000 kr,72 m²,3 tr,3 rum,Vasastan,Tomtebogatan 48A,Lägenhet
29 apr 2015,82 500 kr/m²,3 300 000 kr,40 m²,3 tr,2 rum,Birkastan,Sankt Eriksgatan 74,Lägenhet
29 apr 2015,85 789 kr/m²,6 520 000 kr,76 m²,2 tr,3 rum,Vasastan,Norrtullsgatan 25C,Lägenhet
29 apr 2015,100 269 kr/m²,9 325 000 kr,93 m²,6 tr,3 rum,Vasastan,Hälsingegatan 18,Lägenhet
29 apr 2015,89 912 kr/m²,5 125 000 kr,57 m²,2 tr,2 rum,Vasastan,Rörstrandsgatan 42,Lägenhet
29 apr 2015,80 000 kr/m²,3 680 000 kr,46 m²,4 tr,1 rum,Vasastan,Birger Jarlsgatan 131A,Lägenhet
29 apr 2015,106 250 kr/m²,5 100 000 kr,48 m²,3 tr,2 rum,Vasastan,Karlbergsvägen 48,Lägenhet
29 apr 2015,69 207 kr/m²,5 675 000 kr,82 m²,1 tr,3 rum,Vasastan,Vanadisvägen 32,Lägenhet
29 apr 2015,98 182 kr/m²,3 240 000 kr,33 m²,1 tr,1 rum,Vasastan,Dalagatan 74A,Lägenhet
29 apr 2015,90 250 kr/m²,3 610 000 kr,40 m²,1 tr,2 rum,Vasastan,Norra Stationsgatan 117,Lägenhet
29 apr 2015,84 444 kr/m²,3 800 000 kr,45 m²,4 tr,2 rum,Vasastan,Sveavägen 95,Lägenhet
29 apr 2015,87 838 kr/m²,4 875 000 kr,56 m²,1½ tr,2 rum,Vasastan,Vikingagatan 22B,Lägenhet
29 apr 2015,78 000 kr/m²,3 900 000 kr,50 m²,2 tr,2 rum,Vasastan,Ynglingagatan 17,Lägenhet
29 apr 2015,92 339 kr/m²,5 725 000 kr,62 m²,1 tr,3 rum,Vasastan,Frejgatan 12,Lägenhet
28 apr 2015,91 892 kr/m²,3 400 000 kr,37 m²,3½ tr,2 rum,Vasastan,Tre Liljor 5,Lägenhet
28 apr 2015,80 000 kr/m²,3 400 000 kr,43 m²,1 tr,2 rum,Birkastan,Bråvallagatan 5,Lägenhet
28 apr 2015,68 548 kr/m²,4 250 000 kr,62 m²,1 tr,2 rum,Vasastan,Sankt Eriksgatan 86,Lägenhet
27 apr 2015,126 923 kr/m²,3 300 000 kr,26 m²,1 tr,2 rum,Vasastan,Rörstrandsgatan 48,Lägenhet
27 apr 2015,90 526 kr/m²,6 880 000 kr,76 m²,1 tr,3 rum,Vasastan,Västmannagatan 22,Lägenhet
27 apr 2015,81 818 kr/m²,5 400 000 kr,66 m²,3 tr,2 rum,Vasastan,Upplandsgatan 34,Lägenhet
25 apr 2015,98 913 kr/m²,4 550 000 kr,46 m²,1 tr,2 rum,Vasastan,Odengatan 37,Lägenhet
24 apr 2015,98 387 kr/m²,3 050 000 kr,31 m²,2 tr,2 rum,Östermalm,Birger Jarlsgatan 104G,Lägenhet
24 apr 2015,79 762 kr/m²,6 700 000 kr,84 m²,5 tr,3 rum,Birkastan,Rörstrandsgatan 23,Lägenhet
24 apr 2015,95 161 kr/m²,5 900 000 kr,62 m²,2½ tr,3 rum,Birkastan,Rörstrandsgatan 4,Lägenhet
24 apr 2015,80 167 kr/m²,4 810 000 kr,60 m²,5 tr,2 rum,Vasastan,Kungstensgatan 44,Lägenhet
24 apr 2015,78 986 kr/m²,5 450 000 kr,69 m²,1 tr,3 rum,Vasastan,Birger Jarlsgatan 111C,Lägenhet
24 apr 2015,70 385 kr/m²,4 575 000 kr,65 m²,2 tr,2 rum,Vasastan,Tomtebogatan 30,Lägenhet
24 apr 2015,110 059 kr/m²,9 300 000 kr,85 m²,6 tr,3 rum,Vasastan,Eastmansvägen 17,Lägenhet
24 apr 2015,86 139 kr/m²,8 700 000 kr,101 m²,2 tr,4 rum,Vasastan,Västmannagatan 83,Lägenhet
24 apr 2015,86 218 kr/m²,6 725 000 kr,78 m²,1 tr,3 rum,Vasastan,Döbelnsgatan 77A,Lägenhet
23 apr 2015,87 097 kr/m²,5 400 000 kr,62 m²,3 tr,2 rum,Vasastan,Karlbergsvägen 29A,Lägenhet
23 apr 2015,115 000 kr/m²,2 530 000 kr,22 m²,5 tr,1 rum,Birkastan,Rörstrandsgatan 16,Lägenhet
23 apr 2015,85 349 kr/m²,3 670 000 kr,43 m²,1½ tr,2 rum,Vasastan,Sveavägen 97,Lägenhet
23 apr 2015,65 566 kr/m²,6 950 000 kr,106 m²,2 tr,4 rum,Vasastan,Frejgatan 37,Lägenhet
23 apr 2015,84 167 kr/m²,10 100 000 kr,120 m²,2 tr,5 rum,Östermalm,Birger Jarlsgatan 98,Lägenhet
23 apr 2015,69 474 kr/m²,3 960 000 kr,57 m²,4 tr,2 rum,Vasastan,Tulegatan 42,Lägenhet
23 apr 2015,75 000 kr/m²,2 550 000 kr,34 m²,1 tr,1 rum,Vasastan,Dalagatan 68B,Lägenhet
23 apr 2015,97 115 kr/m²,2 525 000 kr,26 m²,5 tr,1 rum,Vasastan,Sankt Eriksgatan 103,Lägenhet
23 apr 2015,84 286 kr/m²,5 900 000 kr,70 m²,1½ tr,3 rum,Birkastan Vasastan,Rörstrandsgatan 19,Lägenhet
23 apr 2015,92 083 kr/m²,4 420 000 kr,48 m²,5 tr,2 rum,Birkastan,Drejargatan 6,Lägenhet
